,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,date of arrival
33003,2,0,0,3,Meal Plan 1,0,Room_Type 1,222,Online,0,0,0,96.3,1,Canceled,2018-08-31
33004,1,0,1,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,210.0,1,Not_Canceled,2018-11-07
33005,2,0,2,5,Meal Plan 2,0,Room_Type 4,95,Online,0,0,0,183.6,1,Not_Canceled,2018-09-13
33006,2,0,2,5,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,97.4,1,Not_Canceled,2018-11-15
33007,1,2,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,127.0,0,Not_Canceled,2018-03-12
33008,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,Canceled,2018-10-30
33009,1,0,0,2,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,81.9,0,Canceled,2018-04-05
33010,2,1,1,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,128.56,1,Canceled,2018-12-29
33011,2,0,2,3,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,125.2,0,Canceled,2018-04-07
33012,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
33013,2,0,0,4,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,119.0,1,Canceled,2018-10-26
33014,2,0,2,5,Meal Plan 1,0,Room_Type 1,173,Online,0,0,0,126.9,1,Canceled,2018-09-13
33015,2,0,0,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,91.0,1,Not_Canceled,2018-03-08
33016,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,5,48,65.0,0,Not_Canceled,2018-10-19
33017,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,96.3,1,Not_Canceled,2018-04-08
33018,2,0,1,2,Not Selected,0,Room_Type 1,67,Offline,0,0,0,75.65,0,Not_Canceled,2018-04-01
33019,1,0,2,5,Meal Plan 1,0,Room_Type 5,2,Corporate,0,0,0,170.0,0,Canceled,2018-10-19
33021,2,1,1,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,128.0,2,Not_Canceled,2018-03-21
33022,2,0,0,5,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,74.61,1,Not_Canceled,2017-10-27
33023,2,0,1,3,Not Selected,0,Room_Type 1,133,Online,0,0,0,104.76,1,Canceled,2018-06-02
33024,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,131.75,1,Not_Canceled,2018-11-03
33025,1,0,2,3,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,83.16,1,Not_Canceled,2017-10-25
33026,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,Canceled,2018-11-03
33027,3,0,0,1,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,130.0,1,Not_Canceled,2018-02-03
33028,1,0,0,3,Meal Plan 2,0,Room_Type 1,71,Offline,0,0,0,98.0,0,Not_Canceled,2018-05-10
33029,2,0,2,2,Meal Plan 1,0,Room_Type 1,70,Online,0,0,0,95.2,0,Canceled,2018-04-23
33030,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65.0,0,Not_Canceled,2017-08-19
33031,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,Not_Canceled,2018-10-13
33032,2,0,1,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,148.0,1,Not_Canceled,2018-09-26
33033,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,Not_Canceled,2017-09-18
33034,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115.0,1,Canceled,2018-09-13
33035,2,0,1,3,Not Selected,0,Room_Type 1,131,Online,0,0,0,92.25,0,Canceled,2018-08-22
33036,3,0,0,3,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,140.7,2,Canceled,2018-08-04
33037,1,0,1,0,Not Selected,0,Room_Type 1,3,Offline,0,0,0,71.2,0,Not_Canceled,2018-05-16
33038,2,0,0,3,Meal Plan 1,0,Room_Type 1,96,Offline,0,0,0,70.0,0,Not_Canceled,2017-12-29
33039,2,0,1,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,149.0,1,Not_Canceled,2018-09-17
33040,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,80.0,0,Not_Canceled,2018-02-19
33041,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,Offline,0,0,0,95.0,0,Canceled,2018-04-24
33042,2,0,0,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,148.0,1,Not_Canceled,2018-12-30
33043,2,1,0,1,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,143.1,0,Not_Canceled,2018-05-21
33044,2,0,1,2,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,96.3,3,Not_Canceled,2018-04-22
33045,2,0,0,2,Meal Plan 1,0,Room_Type 2,124,Online,0,0,0,88.76,1,Not_Canceled,2018-06-30
33046,2,1,0,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,143.28,1,Canceled,2018-12-29
33047,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,Canceled,2018-05-13
33048,2,1,2,2,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,60.0,1,Not_Canceled,2017-12-26
33049,2,0,2,4,Meal Plan 2,0,Room_Type 1,70,Online,0,0,0,170.1,0,Canceled,2018-09-03
33050,1,0,0,2,Not Selected,0,Room_Type 1,0,Online,0,0,0,129.0,1,Not_Canceled,2018-06-21
33051,2,0,1,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,89.0,0,Not_Canceled,2018-04-17
33052,2,0,0,1,Not Selected,0,Room_Type 1,50,Online,0,0,0,80.1,2,Not_Canceled,2018-03-29
33053,2,0,1,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,96.3,2,Not_Canceled,2018-06-27
33054,2,0,2,1,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,118.8,2,Not_Canceled,2018-10-02
33055,2,1,0,3,Meal Plan 1,0,Room_Type 4,126,Offline,0,0,0,90.53,2,Not_Canceled,2018-12-27
33056,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,104.0,0,Not_Canceled,2018-06-22
33057,2,0,0,2,Meal Plan 2,0,Room_Type 1,28,Offline,0,0,0,97.0,0,Not_Canceled,2018-01-08
33058,2,0,2,2,Not Selected,0,Room_Type 1,117,Online,0,0,0,99.45,1,Not_Canceled,2018-05-13
33059,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,65.0,0,Not_Canceled,2017-10-12
33060,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,Canceled,2018-06-15
33061,2,1,0,5,Meal Plan 1,0,Room_Type 1,138,Online,0,0,0,101.49,1,Not_Canceled,2018-08-09
33062,2,0,0,4,Meal Plan 1,0,Room_Type 5,49,Online,0,0,0,86.28,0,Canceled,2018-03-29
33063,1,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,80.1,1,Not_Canceled,2018-10-26
33064,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,90.0,0,Canceled,2018-10-05
33065,2,0,2,1,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,83.9,1,Not_Canceled,2018-02-20
33066,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,65.8,2,Not_Canceled,2018-01-15
33067,2,0,0,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,89.0,0,Canceled,2018-03-22
33068,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,Offline,0,0,0,107.0,0,Not_Canceled,2018-09-22
33069,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.0,1,Not_Canceled,2018-06-14
33070,2,0,1,3,Not Selected,0,Room_Type 1,36,Online,0,0,0,71.3,1,Not_Canceled,2018-02-22
33071,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,85.5,0,Not_Canceled,2018-10-27
33072,2,0,2,2,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,71.74,1,Not_Canceled,2018-04-02
33073,2,1,1,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,80.0,0,Not_Canceled,2018-12-10
33074,1,0,1,5,Not Selected,0,Room_Type 1,40,Online,0,0,0,104.1,0,Canceled,2018-06-27
33075,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,Canceled,2018-10-23
33076,2,0,0,4,Meal Plan 1,0,Room_Type 4,199,Online,0,0,0,102.85,0,Not_Canceled,2018-12-28
33077,2,0,1,2,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,140.4,0,Canceled,2018-05-13
33078,3,0,1,2,Meal Plan 1,0,Room_Type 7,40,Online,0,0,0,201.95,0,Canceled,2018-03-25
33079,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,Canceled,2018-06-12
33080,2,0,0,3,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,85.5,0,Not_Canceled,2018-09-28
33081,2,0,0,3,Not Selected,0,Room_Type 1,122,Online,0,0,0,116.1,2,Not_Canceled,2018-06-16
33082,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,109.0,0,Not_Canceled,2018-03-14
33083,1,1,0,3,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,124.5,0,Canceled,2018-08-18
33084,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,89.25,2,Not_Canceled,2017-10-16
33085,2,0,1,4,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,82.88,0,Not_Canceled,2018-12-21
33086,1,0,0,2,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,80.0,0,Not_Canceled,2018-01-19
33087,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Complementary,1,2,0,103.42353907649897,2,Not_Canceled,2017-12-05
33088,2,1,1,1,Meal Plan 1,0,Room_Type 1,173,Online,0,0,0,121.5,0,Canceled,2018-08-15
33089,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,2,79.0,0,Not_Canceled,2018-11-28
33090,2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,81.0,1,Not_Canceled,2018-02-06
33091,2,0,1,4,Meal Plan 1,0,Room_Type 1,154,Offline,0,0,0,80.75,0,Not_Canceled,2018-09-12
33092,3,0,0,3,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,151.2,1,Not_Canceled,2018-10-20
33093,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-14
33094,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,105.0,2,Not_Canceled,2017-09-09
33095,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,139.0,4,Not_Canceled,2018-10-21
33096,2,0,1,4,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,55.24,0,Not_Canceled,2018-02-17
33097,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,98.0,2,Not_Canceled,2018-12-07
33098,1,0,0,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,149.0,2,Not_Canceled,2018-09-15
33099,1,0,1,1,Meal Plan 1,0,Room_Type 1,18,Offline,0,0,0,88.8,0,Not_Canceled,2018-05-09
33100,1,0,1,2,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,112.42,0,Canceled,2018-05-30
33101,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,93.09,1,Canceled,2018-09-29
33102,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,Corporate,1,0,7,74.0,0,Not_Canceled,2017-12-18
33103,2,0,2,5,Meal Plan 1,0,Room_Type 1,246,Online,0,0,0,58.36,1,Canceled,2018-12-27
33104,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,Canceled,2018-06-15
33105,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,87.5,0,Not_Canceled,2017-09-24
33106,2,0,1,1,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,98.8,2,Not_Canceled,2018-11-26
33107,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Offline,0,0,0,140.0,0,Not_Canceled,2018-06-02
33108,2,0,0,3,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,99.3,0,Canceled,2018-04-07
33109,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,139.0,0,Canceled,2018-10-21
33110,3,0,1,4,Meal Plan 1,0,Room_Type 4,104,Online,0,0,0,141.3,0,Canceled,2018-07-18
33111,2,0,0,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,122.31,1,Canceled,2018-09-27
33112,2,0,2,2,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,72.25,1,Not_Canceled,2018-08-05
33113,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-01
33114,2,0,0,1,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,540.0,0,Canceled,2018-03-25
33115,2,0,0,2,Meal Plan 1,0,Room_Type 4,15,Online,0,0,0,137.0,1,Not_Canceled,2018-04-20
33116,2,0,0,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,96.0,1,Not_Canceled,2018-01-20
33117,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,98.0,0,Not_Canceled,2017-08-08
33118,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,Offline,0,0,0,136.0,1,Not_Canceled,2017-09-19
33119,2,0,0,4,Meal Plan 1,1,Room_Type 1,119,Online,0,0,0,128.85,0,Not_Canceled,2018-06-15
33120,2,0,1,1,Meal Plan 2,0,Room_Type 4,119,Online,0,0,0,166.5,0,Canceled,2018-10-22
33121,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,Complementary,0,0,0,9.0,0,Not_Canceled,2018-11-11
33122,2,0,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,104.0,0,Not_Canceled,2018-12-04
33123,2,0,1,3,Meal Plan 2,0,Room_Type 1,129,Offline,0,0,0,106.25,0,Not_Canceled,2018-05-16
33124,1,0,2,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,146.03,3,Not_Canceled,2018-11-06
33125,2,0,1,3,Meal Plan 1,1,Room_Type 1,62,Online,0,0,0,144.0,1,Not_Canceled,2018-08-08
33126,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,141.0,0,Canceled,2018-05-10
33127,2,0,1,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,126.0,2,Not_Canceled,2018-09-16
33128,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,115.0,1,Canceled,2018-07-30
33129,1,0,2,0,Meal Plan 1,1,Room_Type 1,3,Corporate,1,0,3,67.0,1,Not_Canceled,2018-10-23
33130,2,0,1,1,Meal Plan 1,0,Room_Type 4,41,Online,0,0,0,131.4,1,Not_Canceled,2018-05-28
33131,2,0,1,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,96.3,0,Not_Canceled,2018-03-21
33132,1,0,2,5,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,76.22,0,Canceled,2018-03-29
33133,2,0,2,2,Not Selected,0,Room_Type 1,65,Online,0,0,0,63.75,0,Not_Canceled,2018-03-13
33134,2,0,0,2,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,89.32,1,Not_Canceled,2018-03-29
33135,2,0,2,3,Not Selected,0,Room_Type 1,17,Online,0,0,0,75.0,0,Not_Canceled,2018-01-22
33136,2,0,0,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,103.05,0,Not_Canceled,2017-10-01
33137,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,89.89,3,Not_Canceled,2018-11-27
33138,2,0,0,3,Meal Plan 1,0,Room_Type 1,154,Online,0,0,0,126.9,3,Not_Canceled,2018-09-08
33139,2,0,0,1,Not Selected,0,Room_Type 1,20,Online,0,0,0,99.0,1,Not_Canceled,2018-07-29
33140,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
33141,2,0,0,1,Not Selected,0,Room_Type 1,20,Online,0,0,0,80.0,0,Canceled,2018-11-04
33142,2,0,2,2,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,65.96,0,Not_Canceled,2018-03-13
33143,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,90.0,0,Not_Canceled,2018-05-23
33144,2,0,0,2,Meal Plan 2,0,Room_Type 4,57,Online,0,0,0,157.14,1,Canceled,2018-06-02
33145,1,0,0,2,Meal Plan 1,0,Room_Type 5,7,Corporate,0,0,0,86.0,0,Not_Canceled,2018-02-05
33146,1,0,0,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,145.0,0,Canceled,2018-07-05
33147,1,0,0,0,Meal Plan 2,0,Room_Type 1,30,Online,0,0,0,103.42353907649897,0,Not_Canceled,2017-09-24
33148,2,0,2,5,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,132.3,0,Canceled,2018-10-14
33149,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,100.0,0,Not_Canceled,2017-10-12
33150,2,0,1,1,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,105.3,0,Canceled,2018-07-16
33151,2,1,0,2,Meal Plan 1,0,Room_Type 2,38,Offline,0,0,0,97.1,1,Not_Canceled,2018-03-04
33152,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Offline,0,0,0,94.5,0,Not_Canceled,2017-07-25
33153,2,0,2,5,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,151.0,1,Not_Canceled,2018-08-12
33154,1,0,2,5,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,92.31,1,Canceled,2018-12-15
33155,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,Canceled,2018-10-23
33156,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,80.0,0,Not_Canceled,2018-04-20
33157,2,2,0,1,Meal Plan 1,0,Room_Type 6,3,Online,0,0,0,156.0,0,Not_Canceled,2017-08-29
33158,2,0,1,2,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,59.91,1,Not_Canceled,2018-03-11
33159,2,0,0,3,Meal Plan 1,0,Room_Type 4,37,Offline,0,0,0,60.0,0,Not_Canceled,2017-11-04
33160,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,160.0,1,Not_Canceled,2018-10-03
33161,2,0,1,5,Meal Plan 1,0,Room_Type 1,133,Offline,0,0,0,85.5,0,Not_Canceled,2018-05-17
33162,2,0,1,2,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,96.3,0,Canceled,2018-08-29
33163,1,0,2,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,137.67,0,Canceled,2018-05-01
33164,2,0,1,4,Meal Plan 1,0,Room_Type 4,191,Online,0,0,0,99.45,1,Canceled,2018-07-27
33165,1,0,1,2,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120.0,0,Not_Canceled,2018-10-10
33166,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,4,66.0,0,Not_Canceled,2018-01-04
33167,2,2,2,3,Meal Plan 2,0,Room_Type 6,5,Online,0,0,0,254.0,0,Canceled,2018-03-27
33168,2,0,2,4,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,97.5,1,Canceled,2017-08-29
33169,2,0,0,3,Meal Plan 1,0,Room_Type 4,35,Offline,0,0,0,97.0,0,Not_Canceled,2017-09-17
33170,1,0,0,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,72.9,1,Not_Canceled,2018-02-24
33171,2,0,2,5,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,126.9,1,Not_Canceled,2018-09-14
33172,2,0,2,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,145.0,2,Not_Canceled,2017-09-20
33173,2,0,1,2,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,113.7,1,Canceled,2018-10-24
33174,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,79.0,0,Not_Canceled,2018-02-13
33175,2,0,2,2,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,99.88,2,Not_Canceled,2018-12-09
33176,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,Not_Canceled,2018-09-28
33177,2,0,1,3,Meal Plan 1,0,Room_Type 1,159,Online,0,0,0,90.95,1,Not_Canceled,2018-06-27
33178,2,0,0,3,Not Selected,0,Room_Type 1,30,Online,0,0,0,88.0,2,Not_Canceled,2018-12-08
33179,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0,0,103.42353907649897,0,Not_Canceled,2018-05-31
33180,2,0,1,1,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,55.0,0,Not_Canceled,2017-12-05
33181,2,0,2,3,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,85.0,1,Not_Canceled,2018-11-18
33182,2,0,0,3,Not Selected,0,Room_Type 1,21,Online,0,0,0,88.0,0,Canceled,2018-10-25
33183,2,0,1,2,Meal Plan 1,0,Room_Type 2,78,Online,0,0,0,115.68,1,Not_Canceled,2018-08-19
33184,2,0,0,4,Meal Plan 1,0,Room_Type 1,197,Online,0,0,0,110.43,0,Not_Canceled,2017-12-29
33185,2,0,2,0,Meal Plan 1,0,Room_Type 5,5,Offline,0,0,0,119.0,0,Not_Canceled,2018-05-22
33186,1,0,2,4,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,103.42353907649897,1,Not_Canceled,2018-11-09
33187,2,0,1,4,Not Selected,0,Room_Type 1,113,Online,0,0,0,126.65,0,Canceled,2018-05-18
33188,2,0,2,3,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,95.47,1,Not_Canceled,2018-10-02
33189,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,114.3,0,Canceled,2018-05-05
33190,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121.0,0,Not_Canceled,2017-09-30
33191,2,0,2,0,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,159.3,0,Not_Canceled,2018-08-21
33192,2,0,1,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,89.0,1,Not_Canceled,2018-01-21
33193,1,0,0,1,Not Selected,0,Room_Type 1,9,Online,1,0,1,124.0,1,Not_Canceled,2018-05-18
33194,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,109.0,0,Canceled,2018-07-30
33195,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-27
33196,2,0,1,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,99.0,1,Canceled,2017-08-17
33197,2,1,2,2,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,152.1,1,Canceled,2018-08-06
33198,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,56.0,0,Not_Canceled,2018-03-01
33199,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,Canceled,2018-06-06
33200,2,0,1,3,Meal Plan 1,1,Room_Type 1,75,Online,0,0,0,91.45,0,Not_Canceled,2018-03-28
33201,2,2,1,0,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,153.0,2,Not_Canceled,2017-08-09
33202,1,0,1,1,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,90.6,0,Not_Canceled,2017-10-05
33203,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,121.5,1,Canceled,2018-06-20
33204,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,104.88,0,Not_Canceled,2018-09-22
33205,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,Canceled,2018-11-01
33206,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,1,0,1,65.0,0,Not_Canceled,2017-11-25
33207,2,0,1,2,Not Selected,0,Room_Type 1,243,Online,0,0,0,95.4,0,Canceled,2018-09-09
33208,3,0,2,4,Meal Plan 1,0,Room_Type 4,30,Online,0,0,0,168.3,4,Not_Canceled,2018-07-07
33209,2,0,0,1,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,89.0,1,Not_Canceled,2018-01-16
33210,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,Aviation,0,0,0,110.0,0,Not_Canceled,2018-04-21
33211,1,0,0,1,Not Selected,0,Room_Type 1,213,Online,0,0,0,67.5,0,Not_Canceled,2018-12-17
33212,2,0,2,1,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,85.5,0,Not_Canceled,2018-09-11
33213,2,0,2,3,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,104.22,1,Not_Canceled,2018-09-24
33214,2,0,0,4,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,146.11,0,Canceled,2018-05-31
33215,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90.0,0,Not_Canceled,2018-11-11
33216,2,0,0,4,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,96.9,1,Not_Canceled,2018-12-07
33217,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,88.0,2,Not_Canceled,2018-12-15
33218,1,0,0,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,103.42353907649897,0,Not_Canceled,2018-02-06
33219,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,Canceled,2018-02-28
33220,2,0,2,3,Meal Plan 1,0,Room_Type 4,224,Online,0,0,0,109.31,1,Canceled,2018-09-03
33221,2,2,2,2,Meal Plan 1,0,Room_Type 6,12,Online,0,0,0,216.0,0,Canceled,2018-05-13
33222,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,65.0,1,Not_Canceled,2018-12-27
33223,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,75.08,1,Not_Canceled,2018-12-07
33224,2,0,2,3,Meal Plan 1,0,Room_Type 4,107,Online,0,0,0,132.6,1,Not_Canceled,2018-05-26
33225,2,0,0,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,108.72,0,Not_Canceled,2018-09-09
33226,2,0,2,2,Not Selected,0,Room_Type 1,110,Online,0,0,0,109.65,1,Not_Canceled,2018-06-17
33227,2,0,0,1,Not Selected,0,Room_Type 1,1,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-13
33228,1,0,0,2,Meal Plan 1,0,Room_Type 1,20,Offline,0,0,0,90.0,0,Not_Canceled,2018-04-12
33229,2,0,0,3,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,141.9,1,Not_Canceled,2018-09-01
